"ID","GP","Tps_T_SVT-TC","Tps_T_SVT-TR","Tps_T_SVT-TI","Tps_T_SES-TC","Tps_T_SES-TR","Tps_T_SES-TI","Tps_RI_SES-TC","Tps_RI_SES-TR","Tps_RI_SES-TI","Tps_RI_SVT-TC","Tps_RI_SVT-TR","Tps_RI_SVT-TI","Tps_Xplo_SVT-TC","Tps_Xplo_SVT-TR","Tps_Xplo_SVT-TI","Tps_Xplo_SES-TC","Tps_Xplo_SES-TR","Tps_Xplo_SES-TI","Tps_XplR_SES-TC","Tps_XplR_SES-TR","Tps_XplR_SES-TI","Tps_XplR_SVT-TC","Tps_XplR_SVT-TR","Tps_XplR_SVT-TI","Tps_Co_SVT-TC","Tps_Co_SVT-TR","Tps_Co_SVT-TI","Tps_Co_SES-TC","Tps_Co_SES-TR","Tps_Co_SES-TI","FOK_SES-TC","FOK_SES-TR","FOK_SES-TI","FOK_SVT-TC","FOK_SVT-TR","FOK_SVT-TI","FOF_G_SVT-TC","FOF_G_SVT-TR","FOF_G_SVT-TI","FOF_G_SES-TC","FOF_G_SES-TR","FOF_G_SES-TI","FOF_R_SES-TC","FOF_R_SES-TR","FOF_R_SES-TI","FOF_R_SVT-TC","FOF_R_SVT-TR","FOF_R_SVT-TI","FOF_D_SVT-TC","FOF_D_SVT-TR","FOF_D_SVT-TI","FOF_D_SES-TC","FOF_D_SES-TR","FOF_D_SES-TI","NB_R_SES-TC","NB_R_SES-TR","NB_R_SES-TI","NB_R_SVT-TC","NB_R_SVT-TR","NB_R_SVT-TI","NB_D_SVT-TC","NB_D_SVT-TR","NB_D_SVT-TI","NB_D_SES-TC","NB_D_SES-TR","NB_D_SES-TI","Rel_SES-TC","Rel_SES-TR","Rel_SES-TI","Rel_SVT-TC","Rel_SVT-TR","Rel_SVT-TI","SW2a_SVT-TC","SW2a_SVT-TR","SW2a_SVT-TI","SW2a_SES-TC","SW2a_SES-TR","SW2a_SES-TI","SW2b_SES-TC","SW2b_SES-TR","SW2b_SES-TI","SW2b_SVT-TC","SW2b_SVT-TR","SW2b_SVT-TI","ZTps_T_SVT.TC","ZTps_T_SVT.TR","ZTps_T_SVT.TI","ZTps_T_SES.TC","ZTps_T_SES.TR","ZTps_T_SES.TI","ZTps_RI_SES.TC","ZTps_RI_SES.TR","ZTps_RI_SES.TI","ZTps_RI_SVT.TC","ZTps_RI_SVT.TR","ZTps_RI_SVT.TI","ZTps_Xplo_SVT.TC","ZTps_Xplo_SVT.TR","ZTps_Xplo_SVT.TI","ZTps_Xplo_SES.TC","ZTps_Xplo_SES.TR","ZTps_Xplo_SES.TI","ZTps_XplR_SES.TC","ZTps_XplR_SES.TR","ZTps_XplR_SES.TI","ZTps_XplR_SVT.TC","ZTps_XplR_SVT.TR","ZTps_XplR_SVT.TI","ZTps_Co_SVT.TC","ZTps_Co_SVT.TR","ZTps_Co_SVT.TI","ZTps_Co_SES.TC","ZTps_Co_SES.TR","ZTps_Co_SES.TI","ZFOK_SES.TC","ZFOK_SES.TR","ZFOK_SES.TI","ZFOK_SVT.TC","ZFOK_SVT.TR","ZFOK_SVT.TI","ZFOF_G_SVT.TC","ZFOF_G_SVT.TR","ZFOF_G_SVT.TI","FZOF_G_SES.TC","ZFOF_G_SES.TR","ZFOF_G_SES.TI","ZFOF_R_SES.TC","ZFOF_R_SES.TR","ZFOF_R_SES.TI","ZFOF_R_SVT.TC","ZFOF_R_SVT.TR","ZFOF_R_SVT.TI","ZFOF_D_SVT.TC","ZFOF_D_SVT.TR","ZFOF_D_SVT.TI","ZFOF_D_SES.TC","ZFOF_D_SES.TR","ZFOF_D_SES.TI","ZNB_R_SES.TC","ZNB_R_SES.TR","ZNB_R_SES.TI","ZNB_R_SVT.TC","ZNB_R_SVT.TR","ZNB_R_SVT.TI","ZNB_D_SVT.TC","ZNB_D_SVT.TR","ZNB_D_SVT.TI","ZNB_D_SES.TC","ZNB_D_SES.TR","ZNB_D_SES.TI","ZRel_SES.TC","ZRel_SES.TR","ZRel_SES.TI","ZRel_SVT.TC","ZRel_SVT.TR","ZRel_SVT.TI","ZSW2a_SVT.TC","ZSW2a_SVT.TR","ZSW2a_SVT.TI","ZSW2a_SES.TC","ZSW2a_SES.TR","ZSW2a_SES.TI","ZSW2b_SES.TC","ZSW2b_SES.TR","ZSW2b_SES.TI","ZSW2b_SVT.TC","ZSW2b_SVT.TR","ZSW2b_SVT.TI","LgTps_T_SVT.TC","LgTps_T_SVT.TR","LgTps_T_SVT.TI","LgTps_T_SES.TC","LgTps_T_SES.TR","LgTps_T_SES.TI","LgTps_RI_SES.TC","LgTps_RI_SES.TR","LgTps_RI_SES.TI","LgTps_RI_SVT.TC","LgTps_RI_SVT.TR","LgTps_RI_SVT.TI","LgTps_Xplo_SVT.TC","LgTps_Xplo_SVT.TR","LgTps_Xplo_SVT.TI","LgTps_Xplo_SES.TC","LgTps_Xplo_SES.TR","LgTps_Xplo_SES.TI","LgTps_XplR_SES.TC","LgTps_XplR_SES.TR","LgTps_XplR_SES.TI","LgTps_XplR_SVT.TC","LgTps_XplR_SVT.TR","LgTps_XplR_SVT.TI","LgTps_Co_SVT.TC","LgTps_Co_SVT.TR","LgTps_Co_SVT.TI","LgTps_Co_SES.TC","LgTps_Co_SES.TR","LgTps_Co_SES.TI"
"matohs","s",107553,275517,374693,198238,490905,782319,59620,166002,332000,7265,68402,92041,6012,54035,88595,40406.0,150175,310150,19214.0,15827,21850,1253,14367,3446,15804,37755,32347,21338.0,58691,82507,4,4,7,1,3,3,2,3,4,5,5,6,3,2,6,1,2,1,1,4,2,5,4,6,1,1,2,1,1,1,1,2,1,2,2,3,0,0,1,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,-0.902223667,-0.36653563,-0.07590683,-0.588322092,0.04339761,1.958663698,-0.43564509,-0.00644419,1.58960569,-0.94238149,-0.83754182,-0.697331,-0.85040869,-0.72302305,-0.5328393,-0.496746367,0.22751813,1.770241219,-0.027253748,-0.7496653822,-0.128786087,-0.83406346,-0.71244571,-0.83618915,-0.780976799,-0.2193677088,-0.397099808,-0.77901527,-0.055878011,1.198156831,0.6574637,0.1161618,1.54677975,-0.6289416,0.07887304,-0.1650354,-0.08531256,0.04135812,0.1740967,1.08076989,0.54222838,0.8766875,0.75525492,-0.62152952,1.0812201,-0.5079696,-0.2604555,-1.18191999,-0.8291744,0.1421857,-1.0278186,0.94895435,-0.2942441,0.6531924,-0.3947468,-0.6708854,0.5614889,-0.2585692,-0.6458675,-0.7289259,-0.6598728,-0.4054023,-0.9721828,0.1079727,-0.3065491,0.4663467,-0.54649709,-0.9052316,-0.2038691,-0.6492146,-0.64154245,-0.68567636,-0.6396733,-0.3393067,-0.8922409,0.06399664,-0.1546831,0.5886874,-0.3947468,-0.6708854,0.5614889,-0.2585692,-0.6458675,-0.74451968,5.031623,5.440148,5.573676,5.297187,5.690997,5.893384,4.775392,5.220113,5.521138,3.861236,4.835069,4.963981,3.779019,4.732675,4.947409,4.606446,5.176598,5.491572,4.283618,4.199399,4.339451,3.097951,4.157366,3.537315,4.198767,4.576974,4.509834,4.329154,4.768572,4.916491
"mebohes","ses",282826,119770,734275,106150,234176,819600,4001,66877,459899,128228,54123,412276,123603,43700,358374,3570.0,11954,440090,431.0,54923,19809,4625,10423,53902,20601,10423,63500,17075.0,46400,23998,4,1,7,7,6,7,7,7,6,4,1,7,3,2,7,5,7,6,8,8,8,6,4,8,1,5,1,1,1,4,2,2,6,1,1,4,0,1,2,0,1,1,0,1,3,0,0,3,0,4,0,0,0,3,0.053299237,-0.99581905,1.63364923,-0.9197264703,-0.47865364,2.136288033,-0.81324307,-0.802088911,2.73744541,0.52891095,-0.96049064,1.55160051,0.79320306,-0.8327304,1.73068091,-0.785512082,-1.01269691,3.043264701,-0.665230469,0.3707247615,-0.202438035,-0.65229654,-0.80849368,0.38900161,-0.544426392,-1.3024919516,0.750554608,-0.89853441,-0.405550257,-0.962600993,0.6574637,-1.4245105,1.54677975,3.23674824,1.73520687,1.9677297,3.17207599,2.35741262,1.1490384,0.57641061,-1.41679029,1.3742668,0.75525492,-0.62152952,1.5914588,3.1234728,2.8650103,1.97990419,3.7703969,2.132786,1.713031,1.42914812,-0.2942441,1.6599477,-0.3947468,3.2784776,-0.5353731,-0.2585692,-0.6458675,1.3549447,0.5054345,-0.4054023,1.60124226,-0.7067303,-0.9043198,1.1417453,-0.54649709,-0.4008883,0.4303903,-0.6492146,-0.07507412,-0.07534905,-0.6396733,-0.3393067,0.8996148,-0.69482068,-0.7656813,1.3158894,-0.3947468,3.2784776,-0.5353731,-0.2585692,-0.6458675,1.35918128,5.451519,5.078348,5.865859,5.02592,5.369542,5.913602,3.602169,4.825277,5.662662,5.107983,4.733382,5.615188,5.092029,4.640481,5.554336,3.552668,4.077513,5.643542,2.634477,4.739754,4.296863,3.665112,4.017993,4.731605,4.313888,4.017993,4.802774,4.232361,4.666518,4.380175
"mekafs","s",210299,203842,371300,,590439,458861,,387224,257396,69055,132622,153365,5082,116400,127674,,342903,113034,,44321,144362,63973,16222,25691,6245,31500,90434,,79224,118065,1,4,7,1,3,5,1,3,5,1,5,7,1,3,7,1,2,3,1,3,5,1,5,6,,1,4,1,2,2,1,5,3,,3,6,,0,2,1,1,0,0,4,2,,2,5,,0,3,0,1,1,-0.342090867,-0.65613279,-0.09203813,,0.24579722,0.417556639,,1.769234161,0.92006618,-0.19081977,-0.28457783,-0.26666765,-0.86340763,-0.06101058,-0.20495571,,1.95680791,-0.160906209,,0.0668988892,4.292207267,2.54684431,-0.66727101,-0.29602805,-1.252351689,-0.4672435371,1.742784057,,0.528274639,2.511326202,-0.9510883,0.1161618,1.54677975,-0.6289416,0.07887304,0.9013472,-0.73679027,0.04135812,0.6615676,-0.93666724,0.54222838,1.3742668,-0.8508568,-0.02825134,1.5914588,-0.5079696,-0.2604555,0.08280968,-0.8291744,-0.3554643,0.3426062,-0.97182072,0.1551469,0.6531924,,-0.6708854,2.7552127,-0.2585692,0.2187616,-0.0343024,-0.6598728,1.171866,0.05718722,,0.2912216,2.4925426,,-0.9052316,0.4303903,0.5754403,-0.07507412,-0.68567636,-0.6396733,1.4582967,0.3023295,,0.4563151,2.7702935,,-0.6708854,2.7552127,-0.2585692,0.2187616,-0.04328603,5.322837,5.309294,5.569725,,5.771175,5.661681,,5.587962,5.410602,4.839195,5.122616,5.185726,3.706035,5.065953,5.106102,,5.535171,5.053209,,4.64661,5.159453,4.805997,4.210104,4.409781,3.795532,4.498311,4.956332,,4.898857,5.072121
"nidehes","ses",238999,225546,261400,188101,647754,465946,45851,356701,192152,130298,209197,100298,116798,94000,97698,43527.0,241504,189552,2324.0,115197,2600,13500,115197,2600,31500,18000,42001,17999.0,61501,28401,1,1,4,1,2,1,1,2,1,1,1,6,1,1,6,1,2,1,3,4,1,1,3,4,1,2,1,1,1,1,1,4,1,2,4,1,0,6,6,0,3,2,0,3,0,1,3,0,0,1,0,0,0,0,-0.185629191,-0.5684395,-0.61453428,-0.6248029167,0.36234568,0.451312934,-0.52912298,1.524235787,0.33452873,0.55408869,0.37476845,-0.63934412,0.69808712,-0.29878945,-0.45646262,-0.472280144,1.0469855,0.588741404,-0.600933501,2.0980215571,-0.823445566,-0.17389162,1.74306075,-0.85673203,-0.006973214,-1.0022273392,-0.041453298,-0.87262878,0.024064956,-0.799996664,-0.9510883,-1.4245105,-0.07059991,-0.6289416,-0.47323824,-1.2314179,-0.73679027,-0.53765551,-1.2883158,-0.93666724,-1.41679029,0.8766875,-0.8508568,-1.2148077,1.0812201,-0.5079696,-0.2604555,-1.18191999,0.4849888,0.1421857,-1.4846269,-0.97182072,-0.7436352,-0.3535629,-0.3947468,0.3164554,-0.5353731,-0.2585692,-0.6458675,-0.7289259,-0.6598728,0.6461099,-0.9721828,0.1079727,0.8889924,-0.8844506,-0.54649709,2.1208283,2.9674277,-0.6492146,1.05786255,0.53497826,-0.6396733,0.8590956,-0.8922409,0.06399664,1.0673133,-0.8657167,-0.3947468,0.3164554,-0.5353731,-0.2585692,-0.6458675,-0.74451968,5.378396,5.353235,5.417306,5.274391,5.81141,5.668336,4.661349,5.552304,5.283645,5.114938,5.320555,5.001292,5.067435,4.973128,4.989886,4.638759,5.382924,5.277728,3.366236,5.061441,3.414973,4.130334,5.061441,3.414973,4.498311,4.255273,4.62326,4.255248,4.788882,4.453334
"pocohs","s",173299,542202,575899,238701,1654998,255001,43600,689195,111701,56215,132599,353598,38017,78897,299095,38500.0,595748,91899,5100.0,93447,19802,18198,53702,54503,18600,47701,41400,60700.0,105998,30300,3,7,8,1,1,3,1,1,2,2,7,8,2,5,8,2,3,5,4,5,9,4,8,9,1,2,1,1,1,2,2,2,6,1,7,2,1,4,0,1,0,1,1,1,5,0,6,1,0,1,0,0,0,1,-0.543801041,0.71098399,0.88068426,-0.4427046896,2.41054822,-0.553728921,-0.54440504,4.193058949,-0.38748515,-0.34699476,-0.28477587,1.13951938,-0.40306328,-0.45910973,1.23331376,-0.511687931,4.22550928,-0.367966016,-0.506644869,1.474722866,-0.202690638,0.07935303,0.245477,0.40359531,-0.643100014,0.1747766538,-0.063593711,0.32455315,1.289980335,-0.72986593,0.1212797,1.6568341,2.0859063,-0.6289416,-1.02534952,-0.1650354,-0.73679027,-1.11666914,-0.8008449,-0.43230795,1.52173772,1.8718462,-0.04780094,1.15830502,2.1016975,0.399891,0.3646377,1.34753936,1.1420704,0.6398358,2.1698393,0.46876058,1.5033201,2.1633254,-0.3947468,0.3164554,-0.5353731,-0.2585692,-0.6458675,-0.0343024,0.5054345,-0.4054023,1.60124226,-0.7067303,2.6823045,-0.209052,-0.01285876,1.1121417,-0.8381284,0.5754403,-0.64154245,-0.07534905,0.4013636,-0.3393067,2.0941852,-0.69482068,2.9003079,-0.1385147,-0.3947468,0.3164554,-0.5353731,-0.2585692,-0.6458675,-0.04328603,5.238796,5.734161,5.760346,5.377854,6.218797,5.406542,4.639486,5.838342,5.048057,4.749852,5.12254,5.54851,4.579978,4.89706,5.475809,4.585461,5.775063,4.963311,3.70757,4.970565,4.296709,4.260024,4.72999,4.73642,4.269513,4.678527,4.617,4.783189,5.025298,4.481443
"quhehs","s",284227,501781,300300,108601,630203,155073,23050,250647,22163,36703,224387,153367,31787,195449,119103,12500.0,171399,12787,10550.0,79248,9376,4916,28938,34264,46346,34498,29022,10795.0,40505,48294,5,5,5,2,3,3,2,3,4,5,4,4,5,2,4,1,3,3,2,4,5,6,4,5,1,3,1,1,1,1,1,4,4,1,3,2,1,3,2,0,2,4,0,3,3,0,1,1,0,2,0,0,0,0,0.060936966,0.54766614,-0.42959251,-0.9109058625,0.32665621,-1.029833226,-0.68391921,0.672974195,-1.19105104,-0.58432236,0.50556139,-0.26665361,-0.49014223,0.77810469,-0.27686877,-0.715507797,0.41795463,-1.143027073,-0.321532101,1.0678162861,-0.578925429,-0.63661025,-0.35759909,-0.08785538,0.72511504,-0.3484375046,-0.519590449,-1.07460294,-0.573259792,-0.065341219,1.1936478,0.6297193,0.46852665,0.01534004,0.07887304,-0.1650354,-0.08531256,0.04135812,0.1740967,1.08076989,0.05247371,-0.1184713,2.36136664,-0.62152952,0.0607427,-0.5079696,0.3646377,0.08280968,-0.1720928,0.1421857,0.3426062,1.42914812,-0.2942441,0.1498148,-0.3947468,1.3037961,-0.5353731,-0.2585692,-0.6458675,-0.7289259,-0.6598728,0.6461099,0.57187224,-0.7067303,0.2912216,-0.209052,-0.01285876,0.6077984,0.4303903,-0.6492146,0.49139422,1.75563288,-0.6396733,0.8590956,0.8996148,-0.69482068,-0.1546831,-0.1385147,-0.3947468,1.3037961,-0.5353731,-0.2585692,-0.6458675,-0.74451968,5.453665,5.700514,5.477555,5.035834,5.79948,5.190536,4.362671,5.399063,4.345629,4.564702,5.350998,5.185732,4.50225,5.291033,5.075923,4.09691,5.234008,4.106769,4.023252,4.898988,3.972018,3.691612,4.461469,4.534838,4.666012,4.537794,4.462727,4.033223,4.607509,4.683893
"saalfes","ses",136400,435999,817789,80999,2705975,463099,16499,249839,131501,28499,286603,500592,22498,250594,410043,11999.0,147439,128502,4500.0,102400,2999,6001,36009,90549,22501,69000,132337,37500.0,141574,52498,1,1,4,3,3,3,3,3,4,1,1,5,2,2,5,2,3,3,2,4,4,2,2,5,1,3,1,1,1,2,2,3,2,1,3,2,0,3,0,0,1,1,1,2,1,0,1,1,0,2,0,0,0,1,-0.744960602,0.28187918,2.03069877,-1.0102393658,4.54768059,0.437748478,-0.72839402,0.666488637,-0.20978848,-0.68410893,1.04127002,2.17182203,-0.61997793,1.36347594,2.16419807,-0.719435249,0.20296883,-0.009366058,-0.527024257,1.7312926674,-0.809047169,-0.57812356,-0.18539948,1.27887726,-0.450733297,1.0188225797,3.286460846,-0.32589112,2.302098129,0.08991397,-0.9510883,-1.4245105,-0.07059991,0.65962168,0.07887304,-0.1650354,0.56616515,0.04135812,0.1740967,-0.93666724,-1.41679029,0.3791081,-0.04780094,-0.62152952,0.5709814,0.399891,0.3646377,0.08280968,-0.1720928,0.1421857,-0.1142021,-0.49162695,-1.1930263,0.1498148,-0.3947468,1.3037961,-0.5353731,-0.2585692,-0.6458675,-0.0343024,0.5054345,0.1203538,-0.45749779,-0.7067303,0.2912216,-0.209052,-0.54649709,0.6077984,-0.8381284,-0.6492146,-0.07507412,-0.07534905,0.4013636,0.2598945,-0.2949557,-0.69482068,-0.1546831,-0.1385147,-0.3947468,1.3037961,-0.5353731,-0.2585692,-0.6458675,-0.04328603,5.134814,5.639485,5.912641,4.90848,6.432324,5.665674,4.217458,5.39766,5.118929,4.45483,5.457281,5.699484,4.352144,5.398971,5.612829,4.079145,5.168612,5.10891,3.653213,5.0103,3.476976,3.778224,4.556411,4.956884,4.352202,4.838849,5.121681,4.574031,5.150984,4.720143
"sosafes","ses",130599,136201,298700,84599,264701,309400,28499,126000,134599,63812,49899,150099,38307,40199,130699,27000.0,117000,100097,1499.0,9000,34502,25505,9700,19400,11999,31501,34501,17100.0,39000,76500,2,2,3,1,2,2,2,5,2,2,2,6,1,1,6,1,1,1,1,6,3,2,3,5,1,1,1,1,1,1,2,2,3,1,1,5,0,0,2,0,1,0,1,1,2,0,0,4,0,0,0,0,0,0,-0.776585486,-0.9294309,-0.43719937,-0.9972837607,-0.4165819,-0.294546329,-0.64692589,-0.32752747,-0.18198524,-0.25459123,-0.99686124,-0.28960397,-0.39900984,-0.86989396,-0.17957513,-0.601839026,-0.07015107,-0.287650128,-0.628955159,-0.9453095277,0.3277766,0.47323525,-0.82610086,-0.44878838,-0.968609549,-0.4672039087,-0.317747976,-0.8978335,-0.616076221,0.976316221,-0.4149043,-0.9109531,-0.60972646,-0.6289416,-0.47323824,-0.6982267,-0.08531256,1.19938537,-0.8008449,-0.43230795,-0.92703562,0.8766875,-0.8508568,-1.2148077,1.0812201,-0.5079696,-0.8855487,-1.18191999,-0.8291744,1.1374859,-0.5710103,-0.49162695,-0.7436352,0.1498148,-0.3947468,-0.6708854,-0.5353731,-0.2585692,-0.6458675,-0.7289259,0.5054345,-0.4054023,0.05718722,-0.7067303,-0.9043198,1.8171439,-0.54649709,-0.9052316,0.4303903,-0.6492146,-0.07507412,-0.68567636,0.4013636,-0.3393067,0.3023295,-0.69482068,-0.7656813,2.0430915,-0.3947468,-0.6708854,-0.5353731,-0.2585692,-0.6458675,-0.74451968,5.11594,5.13418,5.475235,4.927365,5.422756,5.49052,4.45483,5.100371,5.129042,4.804902,4.698092,5.176378,4.583278,4.604215,5.116272,4.431364,5.068186,5.000421,3.175802,3.954243,4.537844,4.406625,3.986772,4.287802,4.079145,4.498324,4.537832,4.232996,4.591065,4.883661
"temahes","ses",215300,273901,288502,160900,343580,592099,59784,215979,133200,83699,151161,65936,72503,44599,28745,55693.0,109997,127800,4091.0,105982,5400,11196,106562,37191,19801,34340,72001,24684.0,86101,103699,3,4,6,2,5,5,3,4,6,3,4,5,1,2,5,1,3,5,2,5,4,3,5,6,1,6,1,1,7,4,3,3,1,1,3,1,0,2,3,1,1,3,2,2,0,0,3,0,0,5,0,0,6,3,-0.314827283,-0.37306495,-0.48568359,-0.7226933095,-0.25618366,1.052365555,-0.43453169,0.39470523,-0.19454067,-0.01270244,-0.12494844,-0.88065998,0.07895996,-0.8231874,-1.03499731,-0.376908126,-0.13298686,-0.016243559,-0.540916206,1.8339435139,-0.722404187,-0.29808823,1.53277316,-0.01678091,-0.583876116,-0.3546987965,1.063725416,-0.68520551,0.723921538,1.9807848,0.1212797,0.1161618,1.0076532,0.01534004,1.18309559,0.9013472,0.56616515,0.62037174,1.1490384,0.07205133,0.05247371,0.3791081,-0.8508568,-0.62152952,0.5709814,-0.5079696,0.3646377,1.34753936,-0.1720928,0.6398358,-0.1142021,-0.01143318,0.1551469,0.6531924,-0.3947468,4.2658183,-0.5353731,-0.2585692,4.5419071,1.3549447,1.6707417,0.1203538,-0.9721828,-0.7067303,0.2912216,-0.8844506,-0.54649709,0.103455,1.0646496,0.5754403,-0.07507412,1.14530557,1.4424006,0.2598945,-0.8922409,-0.69482068,1.0673133,-0.8657167,-0.3947468,4.2658183,-0.5353731,-0.2585692,4.5419071,1.35918128,5.333044,5.437594,5.460149,5.206556,5.536028,5.772394,4.776585,5.334412,5.124504,4.92272,5.17944,4.819123,4.860356,4.649325,4.458562,4.745801,5.041381,5.106531,3.611829,5.025232,3.732394,4.049063,5.027602,4.570438,4.296687,4.5358,4.857339,4.392416,4.935008,5.015775
"thadhes","ses",249404,323751,421281,208200,704112,530172,86600,286434,201237,45301,142314,233998,37800,137814,200999,49500.0,266073,182238,37100.0,20361,18999,7501,4500,32999,13499,33000,32783,23200.0,15940,26376,1,1,5,1,4,3,1,2,5,1,1,5,1,1,5,1,2,3,1,2,3,1,1,5,2,1,1,1,1,1,1,1,1,1,2,3,0,3,4,0,5,1,0,0,0,0,1,2,1,0,0,0,0,0,-0.128905019,-0.17164998,0.1455859,-0.5524710537,0.47694809,0.757316007,-0.25247758,0.960225016,0.41606278,-0.4797435,-0.20112521,0.29959804,-0.40609637,0.16630178,0.41026126,-0.42545645,1.26743567,0.517086072,0.580255789,-0.6197326804,-0.231667862,-0.49726639,-0.95273612,-0.11857256,-0.894641317,-0.4078008925,-0.381037877,-0.72681151,-1.272120642,-0.874780622,-0.9510883,-1.4245105,0.46852665,-0.6289416,0.63098432,-0.1650354,-0.73679027,-0.53765551,0.6615676,-0.93666724,-1.41679029,0.3791081,-0.8508568,-1.2148077,0.5709814,-0.5079696,-0.2604555,0.08280968,-0.8291744,-0.8531144,-0.5710103,-0.97182072,-1.6424173,0.1498148,1.1654429,-0.6708854,-0.5353731,-0.2585692,-0.6458675,-0.7289259,-0.6598728,-0.9311584,-0.9721828,-0.7067303,-0.3065491,0.4663467,-0.54649709,0.6077984,1.698909,-0.6492146,2.19079922,-0.07534905,-0.6396733,-0.9385078,-0.8922409,-0.69482068,-0.1546831,0.5886874,1.1654429,-0.6708854,-0.5353731,-0.2585692,-0.6458675,-0.74451968,5.396903,5.510211,5.624572,5.318481,5.847642,5.724417,4.937518,5.457025,5.303708,4.656108,5.153248,5.369212,4.577492,5.139293,5.303194,4.694605,5.425001,5.260639,4.569374,4.308799,4.278731,3.875119,3.653213,4.518501,4.130302,4.518514,4.515649,4.365488,4.202488,4.421209
"yalafs","s",90135,261799,277382,110246,185998,235726,20873,84881,79026,6004,126324,102029,4318,88908,55500,12650.0,46391,66449,8223.0,38490,12577,1686,37416,46529,10436,27365,50874,15632.0,53019,46205,1,2,3,1,1,2,1,1,3,1,3,4,1,1,4,1,1,1,1,1,3,1,4,5,2,1,2,1,4,3,1,4,1,1,5,4,0,0,1,0,1,0,0,2,0,0,4,2,1,0,1,0,3,2,-0.997180095,-0.42196212,-0.53855126,-0.9049858707,-0.57662225,-0.645564147,-0.69869888,-0.657576552,-0.68072953,-0.95771923,-0.33880653,-0.62718774,-0.87408634,-0.35284168,-0.81051548,-0.714331913,-0.70370417,-0.617299921,-0.400570158,-0.1002024749,-0.463413482,-0.81072269,-0.1511349,0.20996777,-1.045684448,-0.6311070943,0.285421726,-0.93899092,-0.217243318,-0.14248872,-0.9510883,-0.9109531,-0.60972646,-0.6289416,-1.02534952,-0.6982267,-0.73679027,-1.11666914,-0.3133741,-0.93666724,-0.43728095,-0.1184713,-0.8508568,-1.2148077,0.0607427,-0.5079696,-0.8855487,-1.18191999,-0.8291744,-1.3507645,-0.5710103,-0.97182072,-0.2942441,0.1498148,1.1654429,-0.6708854,0.5614889,-0.2585692,1.9480198,0.6603211,-0.6598728,0.6461099,-0.9721828,-0.7067303,1.4867631,1.1417453,-0.54649709,-0.9052316,-0.2038691,-0.6492146,-0.07507412,-0.68567636,-0.6396733,0.2598945,-0.8922409,-0.69482068,1.6783115,0.5886874,1.1654429,-0.6708854,0.5614889,-0.2585692,1.9480198,0.65794763,4.954893,5.417968,5.443078,5.042363,5.269508,5.372407,4.319585,4.92881,4.89777,3.778441,5.101486,5.008724,3.635283,4.948941,4.744293,4.102091,4.666434,4.822488,3.91503,4.585348,4.099577,3.226858,4.573057,4.667724,4.018534,4.437195,4.706496,4.194015,4.724432,4.664689
